 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5001
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 734-101-420
127.0.0.1 - - [05/Feb/2026 21:17:46] "POST /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:50:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:50:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:50:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:51:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:51:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:51:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:51:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:51:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:51:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:52:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:52:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:52:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:52:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:52:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:52:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:53:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:53:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:53:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:53:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:53:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:53:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:54:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:54:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:54:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:54:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:54:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:54:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/courses HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/courses HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/exams/course/3/students HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:55:51] "GET /api/exams/course/3/students HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:56:21] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:56:21] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:56:21] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:56:25] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:56:25] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:56:25] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:57:15] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:57:15] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:57:15] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:58:31] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:58:31] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:58:31] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:58:36] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:58:36] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:58:36] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:01] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:01] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:01] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:30] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:30] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:31] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:35] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:35] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 21:59:35] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:00] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:00] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:01] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:35] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:35] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:35] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:35] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:35] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:00:35] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:01:35] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:01:35] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:01:35] "GET /api/communications/unread-count/staff/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:01:35] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:01:35] "GET /api/notifications/staff/1/count HTTP/1.1" 200 -
127.0.0.1 - - [05/Feb/2026 22:01:35] "GET /api/submissions/pending-count/1 HTTP/1.1" 200 -
